ticker,event_ticker,category,side,contracts,maker_contracts,taker_contracts,avg_entry_price_cents,basis_cents,fees_cents,net_pnl_cents,return,entry_ts,exit_ts,holding_s,result,settle_ts,flb_train_ticker,subwindow
KXAAAGASD-26AUG03-4.085,KXAAAGASD-26AUG03,Economics,yes,360,360,0,96.0,34560,0,1440,0.041666666666666664,1785726000,1785754230,28230,yes,1785754230,False,CONTAMINATED
KXAAAGASD-26AUG04-4.095,KXAAAGASD-26AUG04,Economics,no,406,406,0,92.0,37352,0,3248,0.08695652173913043,1785801600,1785844830,43230,no,1785844830,False,CONTAMINATED
KXAAAGASD-26AUG04-4.100,KXAAAGASD-26AUG04,Economics,no,52,52,0,98.0,5096,0,104,0.02040816326530612,1785801600,1785844830,43230,no,1785844830,False,CONTAMINATED
KXAAAGASD-26AUG04-4.085,KXAAAGASD-26AUG04,Economics,yes,213,213,0,97.0,20661,0,639,0.030927835051546393,1785805200,1785844830,39630,yes,1785844830,False,CONTAMINATED
KXAAAGASD-26AUG05-4.090,KXAAAGASD-26AUG05,Economics,no,428,428,0,98.0,41944,0,856,0.02040816326530612,1785884400,1785933630,49230,no,1785933630,False,CONTAMINATED
KXAAAGASD-26AUG05-4.070,KXAAAGASD-26AUG05,Economics,yes,520,520,0,96.0,49920,0,2080,0.041666666666666664,1785888000,1785933630,45630,yes,1785933630,False,CONTAMINATED
KXAAAGASD-26AUG05-4.075,KXAAAGASD-26AUG05,Economics,yes,33,33,0,94.0,3102,0,198,0.06382978723404255,1785898800,1785933630,34830,yes,1785933630,False,CONTAMINATED
KXAAAGASD-26AUG06-4.060,KXAAAGASD-26AUG06,Economics,yes,510,510,0,98.0,49980,0,1020,0.02040816326530612,1785978000,1786020031,42031,yes,1786020031,False,CONTAMINATED
KXAAAGASD-26AUG06-4.070,KXAAAGASD-26AUG06,Economics,no,25,25,0,90.0,2250,0,250,0.1111111111111111,1785978000,1786020031,42031,no,1786020031,False,CONTAMINATED
KXAAAGASD-26AUG06-4.075,KXAAAGASD-26AUG06,Economics,no,481,481,0,98.0,47138,0,962,0.02040816326530612,1785981600,1786020031,38431,no,1786020031,False,CONTAMINATED
KXAAAGASD-26AUG07-4.045,KXAAAGASD-26AUG07,Economics,no,13,13,0,90.0,1170,0,130,0.1111111111111111,1786068000,1786103135,35135,no,1786103135,False,CONTAMINATED
KXU3-26JUL-T4.3,KXU3-26JUL,Economics,no,62,62,0,91.0,5642,9,549,0.09730591988656505,1786104000,1786111535,7535,no,1786111535,False,CONTAMINATED
KXAAAGASD-26AUG08-4.025,KXAAAGASD-26AUG08,Economics,no,361,361,0,91.0,32851,0,3249,0.0989010989010989,1786147200,1786194025,46825,no,1786194025,False,CONTAMINATED
KXAAAGASD-26AUG08-4.030,KXAAAGASD-26AUG08,Economics,no,510,510,0,98.0,49980,0,1020,0.02040816326530612,1786150800,1786194025,43225,no,1786194025,False,CONTAMINATED
KXAAAGASD-26AUG09-4.015,KXAAAGASD-26AUG09,Economics,no,451,451,0,98.0,44198,0,902,0.02040816326530612,1786237200,1786280135,42935,no,1786280135,False,CONTAMINATED
KXAAAGASD-26AUG09-4.020,KXAAAGASD-26AUG09,Economics,no,298,298,0,98.0,29204,0,596,0.02040816326530612,1786244400,1786280135,35735,no,1786280135,False,CONTAMINATED
KXAAAGASD-26AUG10-4.010,KXAAAGASD-26AUG10,Economics,no,154,154,0,92.0,14168,0,1232,0.08695652173913043,1786320000,1786367145,47145,no,1786367145,False,CONTAMINATED
KXAAAGASW-26AUG10-4.000,KXAAAGASW-26AUG10,Economics,yes,515,515,0,97.0,49955,0,1545,0.030927835051546393,1786320000,1786367125,47125,yes,1786367125,False,CONTAMINATED
KXAAAGASW-26AUG10-4.010,KXAAAGASW-26AUG10,Economics,no,216,216,0,90.0,19440,0,2160,0.1111111111111111,1786320000,1786367125,47125,no,1786367125,False,CONTAMINATED
KXAAAGASD-26AUG10-4.000,KXAAAGASD-26AUG10,Economics,yes,373,373,0,96.0,35808,0,1492,0.041666666666666664,1786327200,1786367145,39945,yes,1786367145,False,CONTAMINATED
KXAAAGASD-26AUG11-4.015,KXAAAGASD-26AUG11,Economics,no,362,362,0,94.0,34028,0,2172,0.06382978723404255,1786402800,1786452029,49229,no,1786452029,False,CONTAMINATED
KXAAAGASD-26AUG11-4.020,KXAAAGASD-26AUG11,Economics,no,397,397,0,98.0,38906,0,794,0.02040816326530612,1786402800,1786452029,49229,no,1786452029,False,CONTAMINATED
KXAAAGASD-26AUG11-4.005,KXAAAGASD-26AUG11,Economics,yes,276,276,0,98.0,27048,0,552,0.02040816326530612,1786410000,1786452029,42029,yes,1786452029,False,CONTAMINATED
