ticker,event_ticker,category,side,contracts,maker_contracts,taker_contracts,avg_entry_price_cents,basis_cents,fees_cents,net_pnl_cents,return,entry_ts,exit_ts,holding_s,result
HIGHNY-23JUN02-B87.5,HIGHNY-23JUN02,Climate and Weather,no,33,33,0,94.0,3102,0,198,0.06382978723404255,1685718454,1685973841,255387,no
HIGHNY-23JUN15-B77.5,HIGHNY-23JUN15,Climate and Weather,no,71,71,0,90.0,6390,0,-6390,-1.0,1686840843,1686958620,117777,yes
HIGHNY-23MAR02-B52.5,HIGHNY-23MAR02,Climate and Weather,no,42,42,0,96.0,4032,0,168,0.041666666666666664,1677771732,1677866641,94909,no
HIGHNY-23MAR04-B47.5,HIGHNY-23MAR04,Climate and Weather,no,35,35,0,90.0,3150,0,350,0.1111111111111111,1677941842,1678040520,98678,no
HIGHNY-23MAR06-B49.5,HIGHNY-23MAR06,Climate and Weather,no,33,33,0,96.0,3168,0,132,0.041666666666666664,1678116249,1678213440,97191,no
HIGHNY-23MAR06-B51.5,HIGHNY-23MAR06,Climate and Weather,yes,7,7,0,97.0,679,0,21,0.030927835051546393,1678146404,1678213440,67036,yes
HIGHNY-23MAR09-B50.5,HIGHNY-23MAR09,Climate and Weather,yes,1,1,0,98.0,98,0,2,0.02040816326530612,1678403743,1678471561,67818,yes
HIGHNY-23MAR09-T51,HIGHNY-23MAR09,Climate and Weather,no,1,1,0,94.0,94,0,6,0.06382978723404255,1678366832,1678471561,104729,no
HIGHNY-23MAR10-B44.5,HIGHNY-23MAR10,Climate and Weather,no,25,25,0,92.0,2300,0,200,0.08695652173913043,1678475107,1678557900,82793,no
HIGHNY-23MAR12-B44.5,HIGHNY-23MAR12,Climate and Weather,no,17,17,0,94.0,1598,0,102,0.06382978723404255,1678629700,1678742341,112641,no
HIGHNY-23MAR12-B48.5,HIGHNY-23MAR12,Climate and Weather,yes,5,5,0,97.0,485,0,15,0.030927835051546393,1678661895,1678742341,80446,yes
HIGHNY-23MAR14-B36.5,HIGHNY-23MAR14,Climate and Weather,no,4,4,0,95.0,380,0,20,0.05263157894736842,1678795698,1678900260,104562,no
HIGHNY-23MAR15-B43.5,HIGHNY-23MAR15,Climate and Weather,no,58,58,0,97.0,5626,0,174,0.030927835051546393,1678921765,1678988940,67175,no
HIGHNY-23MAR15-B45.5,HIGHNY-23MAR15,Climate and Weather,yes,2,2,0,97.0,194,0,6,0.030927835051546393,1678920225,1678988940,68715,yes
HIGHNY-23MAR17-T60,HIGHNY-23MAR17,Climate and Weather,no,19,19,0,95.0,1805,0,95,0.05263157894736842,1679091425,1679158981,67556,no
HIGHNY-23MAR18-B53.5,HIGHNY-23MAR18,Climate and Weather,no,2,2,0,98.0,196,0,4,0.02040816326530612,1679147662,1679246220,98558,no
HIGHNY-23MAR19-B40.5,HIGHNY-23MAR19,Climate and Weather,yes,77,77,0,96.0,7392,0,308,0.041666666666666664,1679261086,1679361181,100095,yes
HIGHNY-23MAR19-B42.5,HIGHNY-23MAR19,Climate and Weather,no,65,65,0,96.0,6240,0,260,0.041666666666666664,1679261065,1679361181,100116,no
HIGHNY-23MAR19-B46.5,HIGHNY-23MAR19,Climate and Weather,no,12,12,0,98.0,1176,0,24,0.02040816326530612,1679253849,1679361181,107332,no
HIGHNY-23MAR19-T47,HIGHNY-23MAR19,Climate and Weather,no,5,5,0,98.0,490,0,10,0.02040816326530612,1679253823,1679361181,107358,no
HIGHNY-23MAR20-B50.5,HIGHNY-23MAR20,Climate and Weather,yes,15,15,0,93.0,1395,0,105,0.07526881720430108,1679361454,1679418240,56786,yes
HIGHNY-23MAR23-B57.5,HIGHNY-23MAR23,Climate and Weather,no,250,250,0,94.0,23500,0,1500,0.06382978723404255,1679590276,1679683861,93585,no
HIGHNY-23MAR24-B54.5,HIGHNY-23MAR24,Climate and Weather,no,515,515,0,97.0,49955,0,-49955,-1.0,1679669588,1679805841,136253,yes
HIGHNY-23MAR25-B50.5,HIGHNY-23MAR25,Climate and Weather,no,7,7,0,94.0,658,0,42,0.06382978723404255,1679789840,1679850060,60220,no
HIGHNY-23MAR25-T51,HIGHNY-23MAR25,Climate and Weather,no,5,5,0,92.0,460,0,40,0.08695652173913043,1679768077,1679850060,81983,no
HIGHNY-23MAR28-B46.5,HIGHNY-23MAR28,Climate and Weather,no,78,78,0,97.0,7566,0,234,0.030927835051546393,1680008891,1680110281,101390,no
HIGHNY-23MAR28-T53,HIGHNY-23MAR28,Climate and Weather,no,2,2,0,90.0,180,0,20,0.1111111111111111,1680005143,1680110281,105138,no
HIGHNY-23MAR30-B43.5,HIGHNY-23MAR30,Climate and Weather,no,2,2,0,97.0,194,0,6,0.030927835051546393,1680181822,1680282240,100418,no
HIGHNY-23MAR30-T50,HIGHNY-23MAR30,Climate and Weather,no,23,23,0,97.0,2231,0,69,0.030927835051546393,1680201543,1680282240,80697,no
HIGHNY-23MAR31-B56.5,HIGHNY-23MAR31,Climate and Weather,no,127,127,0,98.0,12446,0,-12446,-1.0,1680313158,1680368521,55363,yes
HIGHNY-23MAY02-B57.5,HIGHNY-23MAY02,Climate and Weather,no,290,290,0,97.0,28130,0,870,0.030927835051546393,1683058634,1683133921,75287,no
HIGHNY-23MAY02-T53,HIGHNY-23MAY02,Climate and Weather,no,250,250,0,98.0,24500,0,500,0.02040816326530612,1683029176,1683133921,104745,no
HIGHNY-23MAY04-B59.5,HIGHNY-23MAY04,Climate and Weather,no,37,37,0,94.0,3478,0,222,0.06382978723404255,1683208610,1683306240,97630,no
HIGHNY-23MAY04-T55,HIGHNY-23MAY04,Climate and Weather,no,31,31,0,95.0,2945,0,155,0.05263157894736842,1683214493,1683306240,91747,no
HIGHNY-23MAY05-T64,HIGHNY-23MAY05,Climate and Weather,no,100,100,0,95.0,9500,0,-9500,-1.0,1683305746,1683417721,111975,yes
HIGHNY-23MAY06-B70.5,HIGHNY-23MAY06,Climate and Weather,no,11,11,0,91.0,1001,0,99,0.0989010989010989,1683394299,1683481681,87382,no
HIGHNY-23MAY07-B74.5,HIGHNY-23MAY07,Climate and Weather,no,15,15,0,92.0,1380,0,120,0.08695652173913043,1683475212,1683561720,86508,no
HIGHNY-23MAY11-B78.5,HIGHNY-23MAY11,Climate and Weather,no,5,5,0,93.0,465,0,35,0.07526881720430108,1683822283,1683907981,85698,no
HIGHNY-23MAY11-B80.5,HIGHNY-23MAY11,Climate and Weather,yes,6,6,0,92.0,552,0,48,0.08695652173913043,1683840863,1683907981,67118,yes
HIGHNY-23MAY12-B84.5,HIGHNY-23MAY12,Climate and Weather,no,15,15,0,98.0,1470,0,30,0.02040816326530612,1683914882,1684001941,87059,no
HIGHNY-23MAY13-B83.5,HIGHNY-23MAY13,Climate and Weather,no,23,23,0,90.0,2070,0,230,0.1111111111111111,1683985076,1684082041,96965,no
HIGHNY-23MAY13-B85.5,HIGHNY-23MAY13,Climate and Weather,no,34,34,0,95.0,3230,0,170,0.05263157894736842,1683982767,1684082041,99274,no
HIGHNY-23MAY16-B77.5,HIGHNY-23MAY16,Climate and Weather,no,247,247,0,97.0,23959,0,741,0.030927835051546393,1684259601,1684339381,79780,no
HIGHNY-23MAY16-B79.5,HIGHNY-23MAY16,Climate and Weather,no,9,9,0,91.0,819,0,-819,-1.0,1684247506,1684339381,91875,yes
HIGHNY-23MAY17-B63.5,HIGHNY-23MAY17,Climate and Weather,no,8,8,0,98.0,784,0,16,0.02040816326530612,1684334077,1684422240,88163,no
HIGHNY-23MAY18-T60,HIGHNY-23MAY18,Climate and Weather,no,8,8,0,91.0,728,0,72,0.0989010989010989,1684425185,1684515660,90475,no
HIGHNY-23MAY19-T71,HIGHNY-23MAY19,Climate and Weather,no,122,122,0,97.0,11834,0,366,0.030927835051546393,1684514242,1684602721,88479,no
HIGHNY0-21AUG01-T75,HIGHNY0-21AUG01,World,yes,62,62,0,90.0,5580,0,620,0.1111111111111111,1627830639,1627963260,132621,yes
HIGHNY0-21AUG02-T80,HIGHNY0-21AUG02,World,no,45,45,0,97.0,4365,0,135,0.030927835051546393,1627936500,1628049660,113160,no
HIGHNY0-21AUG03-T78,HIGHNY0-21AUG03,World,no,203,203,0,90.0,18270,0,-18270,-1.0,1628014153,1628136060,121907,yes
HIGHNY0-21JUL17-T90,HIGHNY0-21JUL1,World,yes,179,179,0,94.0,16826,0,1074,0.06382978723404255,1626548574,1626667260,118686,yes
HIGHNY0-21JUL31-T76,HIGHNY0-21JUL31,World,no,101,101,0,98.0,9898,0,202,0.02040816326530612,1627775728,1627876860,101132,no
INFRALW-21NOV08,INFRALW,Politics,no,2,2,0,98.0,196,0,4,0.02040816326530612,1636464511,1636642800,178289,no
OIL-22AUG15-N90,OIL-22AUG15,Economics,no,17,17,0,95.0,1615,0,85,0.05263157894736842,1660750506,1660842420,91914,no
OIL-22JUL11-N100,OIL-22JUL11,Economics,no,252,252,0,95.0,23940,0,1260,0.05263157894736842,1657745532,1657818180,72648,no
PROLLS-23APR-T0,PROLLS-23APR,Economics,yes,61,61,0,98.0,5978,3,119,0.01990632318501171,1683226594,1683306241,79647,yes
RAINNY-21AUG22-T2.1,RAINNY-21AUG22,World,yes,361,361,0,91.0,32851,0,-32851,-1.0,1629663556,1629817260,153704,no
RAINNY-21SEP01-T0,RAINNY-21SEP01,World,yes,12,12,0,98.0,1176,0,24,0.02040816326530612,1630545344,1630681260,135916,yes
U3-23FEB-T3.7,U3-23FEB,Economics,no,1,1,0,98.0,98,1,1,0.01020408163265306,1678454585,1678474501,19916,no
