ticker,event_ticker,category,side,contracts,maker_contracts,taker_contracts,avg_entry_price_cents,basis_cents,fees_cents,net_pnl_cents,return,entry_ts,exit_ts,holding_s,result
KXAAAGASD-26JUL07-3.795,KXAAAGASD-26JUL07,Economics,no,198,198,0,90.0,17820,0,1980,0.1111111111111111,1783382400,1783425334,42934,no
KXAAAGASD-26JUN14-4.065,KXAAAGASD-26JUN14,Economics,yes,520,520,0,96.0,49920,0,2080,0.041666666666666664,1781395200,1781445093,49893,yes
KXAAAGASD-26JUN14-4.085,KXAAAGASD-26JUN14,Economics,no,60,60,0,98.0,5880,0,120,0.02040816326530612,1781398800,1781445093,46293,no
KXAAAGASD-26JUN29-3.850,KXAAAGASD-26JUN29,Economics,yes,89,89,0,95.0,8455,0,445,0.05263157894736842,1782684000,1782738742,54742,yes
KXAAAGASD-26MAY26-4.475,KXAAAGASD-26MAY26,Economics,yes,121,121,0,92.56198347107438,11200,0,900,0.08035714285714286,1779735600,1779800311,64711,yes
KXAAAGASM-26MAY31-4.32,KXAAAGASM-26MAY31,Economics,yes,185,185,0,95.17837837837838,17608,16,876,0.04975011358473421,1780171200,1780243550,72350,yes
KXAAAGASW-26JUN22-3.926,KXAAAGASW-26JUN22,Economics,yes,71,71,0,92.0,6532,0,568,0.08695652173913043,1782064800,1782134444,69644,yes
KXAPRPOTUS-26JUN26-41.2,KXAPRPOTUS-26JUN26,Politics,no,46,46,0,98.0,4508,0,92,0.02040816326530612,1782475200,1782489838,14638,no
KXATTENDUFC250-26JUN-KPAT,KXATTENDUFC250-26JUN,Politics,yes,464,464,0,93.0,43152,0,3248,0.07526881720430108,1781496000,1781524173,28173,yes
KXB200Q-26JUN30-5.670,KXB200Q-26JUN30,Science and Technology,yes,13,13,0,91.6923076923077,1192,0,108,0.09060402684563758,1782111600,1782142184,30584,yes
KXFABLERESTORE-27-26JUN20,KXFABLERESTORE-27,Science and Technology,no,27,27,0,94.0,2538,0,162,0.06382978723404255,1781888400,1781967848,79448,no
KXGOVOKNOMR-26-CKEA,KXGOVOKNOMR-26,Elections,no,214,214,0,93.0,19902,0,1498,0.07526881720430108,1781643600,1781663433,19833,no
KXHIGHLAX-26JUN26-B72.5,KXHIGHLAX-26JUN26,Climate and Weather,yes,520,520,0,96.0,49920,0,2080,0.041666666666666664,1782507600,1782559883,52283,yes
KXHIGHTBOS-26MAY24-B57.5,KXHIGHTBOS-26MAY24,Climate and Weather,no,90,90,0,93.0,8370,0,630,0.07526881720430108,1779652800,1779708761,55961,no
KXHORMUZWEEKLY-26JUL05-T175,KXHORMUZWEEKLY-26JUL05,Politics,yes,18,18,0,94.0,1692,0,108,0.06382978723404255,1783400400,1783435734,35334,yes
KXMAKERFIELDBY-27JAN01-LAB,KXMAKERFIELDBY-27JAN01,Elections,yes,536,536,0,93.17910447761194,49944,0,3656,0.07320198622457152,1781816400,1781839738,23338,yes
KXNBAATTEND-26KNICKS-SAB,KXNBAATTEND-26KNICKS,Politics,no,4,4,0,97.0,388,0,12,0.030927835051546393,1781496000,1781502733,6733,no
KXTAYLORSWIFTWEDDINGATTEND-28DEC31-BRI,KXTAYLORSWIFTWEDDINGATTEND-28DEC31,Entertainment,yes,33,33,0,98.0,3234,0,66,0.02040816326530612,1783227600,1783265194,37594,yes
KXTAYLORSWIFTWEDDINGATTEND-28DEC31-GRA,KXTAYLORSWIFTWEDDINGATTEND-28DEC31,Entertainment,yes,44,44,0,98.0,4312,0,88,0.02040816326530612,1783224000,1783264844,40844,yes
KXTAYLORSWIFTWEDDINGATTEND-28DEC31-PAT,KXTAYLORSWIFTWEDDINGATTEND-28DEC31,Entertainment,yes,106,106,0,96.11320754716981,10188,0,412,0.04043973301923832,1783231200,1783265204,34004,yes
KXTRUMPACT-26JUN14-T2,KXTRUMPACT-26JUN14,Politics,no,95,95,0,95.0,9025,0,475,0.05263157894736842,1782010800,1782053955,43155,no
KXU3-26JUN-T4.1,KXU3-26JUN,Economics,yes,24,24,0,94.0,2256,3,141,0.0625,1782957600,1782997534,39934,yes
